group	module	version	licenseNames	licenseUrls	pomSha256
com.google.android.gms	play-services-location	19.0.0	Android Software Development Kit License	https://developer.android.com/studio/terms.html	cce60a0c4250e5be6d33f46505ba7269048a68d478862c87bf761c69ef84da3e
com.google.android.gms	play-services-measurement-base	20.1.2	Android Software Development Kit License	https://developer.android.com/studio/terms.html	8b921f76b870a14b5a22deaf0ae5bb135e3bfc1142ca7060e0af00262488c279
com.google.android.gms	play-services-measurement-sdk-api	20.1.2	Android Software Development Kit License	https://developer.android.com/studio/terms.html	409bc8a5e081ac6a822ea7ef9f5d1a746c6e755c9c75430a24848cfde54c1ac4
com.google.android.gms	play-services-mlkit-barcode-scanning	18.3.1	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.android.gms	play-services-mlkit-text-recognition	19.0.1	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.android.gms	play-services-mlkit-text-recognition-common	19.1.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.android.gms	play-services-places-placereport	17.0.0	Android Software Development Kit License	https://developer.android.com/studio/terms.html	23604d3a278bd430af4f204105e48492f71501516201d8a2a8e72253fb9396f7
com.google.android.gms	play-services-tasks	18.2.0	Android Software Development Kit License	https://developer.android.com/studio/terms.html	6b99c48a895d155e58abcee66cc22146db83abd5d84caf6c8f7a2aea9b1bcd21
com.google.android.odml	image	1.0.0-beta1	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.android.play	hsdp	2.0.1	Android Software Development Kit License	https://developer.android.com/studio/terms.html	73158570a39d7fd1e2852d3738d3eac84cb96200d526383f676daa7fc1d743f4
com.google.android.ump	user-messaging-platform	4.0.0	Android Software Development Kit License	https://developer.android.com/studio/terms.html	cfacd698724de2c514c654b24c09d921af0f199523c7328290ec0ccaf807baa2
com.google.code.findbugs	jsr305	3.0.2	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	19889dbdf1b254b2601a5ee645b8147a974644882297684c798afe5d63d78dfe
com.google.errorprone	error_prone_annotations	2.11.0	Apache 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	0261ca01f2d2e9ac2ae2ece75d42c56323b385fb294b6bc943f62ef4e92ddf08
com.google.firebase	firebase-annotations	16.0.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.firebase	firebase-components	16.1.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.firebase	firebase-encoders	17.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	423575e3500e9910e3aa83f9d7a6d755b5f76ac591823baf67570fb6ce7ea816
com.google.firebase	firebase-encoders-json	18.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	3a7d59795a799683afa6435931066c5bb634adfebd2883a08b4765f38cdd3ea1
com.google.firebase	firebase-encoders-proto	16.0.0	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	5f5fb74af3fff0e1f961fcb5f3f99267c103b16a23c89b556c8cb4a711a8dcb2
com.google.guava	failureaccess	1.0.1	UNDECLARED_IN_POM	UNDECLARED_IN_POM	e96042ce78fecba0da2be964522947c87b40a291b5fd3cd672a434924103c4b9
com.google.guava	guava	31.1-android	UNDECLARED_IN_POM	UNDECLARED_IN_POM	66292995644e95537ee97a89e8990171d8f3c26acf984830a7791997073d451d
com.google.guava	listenablefuture	9999.0-empty-to-avoid-conflict-with-guava	UNDECLARED_IN_POM	UNDECLARED_IN_POM	18d4b1db26153d4e55079ce1f76bb1fe05cdb862ef9954a88cbcc4ff38b8679b
com.google.j2objc	j2objc-annotations	1.3	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	5faca824ba115bee458730337dfdb2fcea46ba2fd774d4304edbf30fa6a3f055
com.google.mlkit	barcode-scanning	17.3.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	barcode-scanning-common	17.0.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	common	18.11.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	text-recognition	16.0.1	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	text-recognition-bundled-common	17.0.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	vision-common	17.3.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.mlkit	vision-interfaces	16.3.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
com.google.zxing	core	3.5.3	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
javax.inject	javax.inject	1	The Apache Software License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	943e12b100627804638fa285805a0ab788a680266531e650921ebfe4621a8bfa
org.checkerframework	checker-qual	3.12.0	The MIT License	http://opensource.org/licenses/MIT	775b7ae36e62820b3b86dc1aa39af37c0ac4b85ff48f7fe485a922a2790f46b9
org.jetbrains	annotations	23.0.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	c9490f655132328df2cfbcfdf743f53fc3916d6c1d10437175a6ca6e3a67771c
org.jetbrains.kotlin	kotlin-stdlib	2.3.21	Apache-2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	3e0b48daa14dc73f8029d8d9e15ed32940377caf7b915510f88d33219b350186
org.jetbrains.kotlinx	kotlinx-coroutines-android	1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	be86020cd5b93b8a68ca43185a049b9b0baa345fd1be1fdaa014fdaef92d6e7c
org.jetbrains.kotlinx	kotlinx-coroutines-bom	1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	bea5511e9001f2c593ab5080df131b219ab5e2085cc5979ce583eacd4946fd78
org.jetbrains.kotlinx	kotlinx-coroutines-core	1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	770f2793d05e2b027b9c799938ec1d2d4ef141ce5819c780c32c3995cadb0a47
org.jetbrains.kotlinx	kotlinx-coroutines-core-jvm	1.9.0	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	19c4889941b3aa098bd57cc64f02f9adacc654d571a12a956de4b5bb148c6499
org.jetbrains.kotlinx	kotlinx-coroutines-play-services	1.9.0	UNDECLARED_IN_POM	UNDECLARED_IN_POM	POM_NOT_FOUND
org.jetbrains.kotlinx	kotlinx-serialization-bom	1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	4226a491c5b59ce909f73b65aa98944191c8dcac3825637c6be1069e6b589a46
org.jetbrains.kotlinx	kotlinx-serialization-core	1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	31d111776b9af777ca167103f2d61fbeeaa32dae6dd6635906b76d8278ba5730
org.jetbrains.kotlinx	kotlinx-serialization-core-jvm	1.7.3	The Apache Software License, Version 2.0	https://www.apache.org/licenses/LICENSE-2.0.txt	734f5f749208dd0bef3d98caa594cf9222afdf0fee5b6843347a8fe64e240427
org.jspecify	jspecify	1.0.0	The Apache License, Version 2.0	http://www.apache.org/licenses/LICENSE-2.0.txt	cdab929a3b95211f43d2090c5e2d0dfe8465960e378bc32b35841dab324433a6
